GeneID	GSM1942104	GSM1942105	GSM1942106	GSM1942107	GSM1942108	GSM1942109
107987031	0	0	0	0	0	0
84131	183	302	144	315	401	376
29968	51	88	29	34	25	45
107987083	1	0	0	0	0	0
105376097	1	0	2	0	0	0
101927450	0	0	0	0	0	0
102723932	0	0	0	0	0	0
7091	8	14	12	75	57	68
101927477	0	0	0	0	0	0
105376101	0	0	0	0	0	0
105376100	0	0	0	0	0	0
105376099	0	0	0	0	0	0
105376103	0	0	0	0	0	0
107987084	2	0	3	1	1	0
105376105	4	3	2	0	4	2
107987085	0	2	0	1	0	0
7088	565	826	410	731	617	637
105376106	10	17	8	12	12	11
101927502	0	0	0	2	0	0
105376108	0	0	0	0	0	0
347127	0	0	0	0	0	0
389761	0	0	0	0	0	0
389762	0	0	0	0	0	0
105376107	3	5	2	3	2	2
389763	0	0	0	0	0	0
112268046	1	0	0	0	0	0
107987086	0	0	0	0	1	0
107987087	0	0	0	1	0	0
105376110	1	0	0	0	0	0
158158	567	809	399	526	365	316
112268037	84	134	57	79	39	33
102723989	3	8	4	0	3	5
257019	161	241	111	77	42	34
414328	103	164	85	104	115	118
29979	1373	2038	925	1847	1912	1840
105376114	19	33	16	27	25	38
80318	38	47	16	30	34	40
101927552	6	12	7	12	5	9
55582	146	268	116	121	99	96
105376335	4	6	2	3	3	4
84267	227	302	163	193	220	229
3190	4167	6805	2926	6164	6529	6130
407043	7	15	2	11	5	4
80010	159	237	101	267	281	238
101927575	0	1	1	0	0	0
64078	0	0	0	0	0	0
105376116	0	0	0	0	0	0
102724036	0	0	0	0	0	0
4915	7	11	8	12	5	5
105376118	0	0	0	0	0	0
107987088	0	0	0	0	0	0
105376119	0	0	0	0	0	0
105376121	0	0	0	0	0	0
101927603	7	4	2	1	3	1
23287	308	441	183	307	268	229
102724057	5	5	7	3	6	2
389765	36	50	28	21	13	23
60560	563	921	418	522	560	500
51280	170	283	138	115	80	90
101927623	0	0	2	0	0	0
389766	1	4	1	0	0	0
81689	326	439	210	314	290	260
79670	696	1115	495	642	469	496
102724080	0	0	0	0	0	0
105376123	1	0	0	0	0	0
105376124	0	0	0	0	0	0
2619	1	2	0	0	1	0
100506834	0	0	0	0	0	0
440173	0	0	0	1	1	3
494127	0	0	0	0	0	0
401535	0	1	1	0	0	0
105376126	0	0	0	0	0	0
107987090	0	0	0	0	0	0
105376127	1	0	0	0	0	0
1612	9	21	5	5	3	4
100506897	0	1	0	0	0	0
1514	812	1331	574	631	584	577
392360	0	0	0	0	0	0
112267903	0	0	0	0	0	0
1518	0	0	0	0	0	0
392364	0	0	0	0	0	0
107987091	0	0	0	0	0	0
497256	0	0	0	0	0	0
286234	0	0	0	0	0	0
441452	0	0	0	0	0	0
23552	50	84	52	47	49	33
105376131	0	2	0	0	0	0
102724156	0	5	1	4	4	2
645961	0	0	0	0	1	0
10927	1878	2727	1202	1822	1474	1478
105376134	9	13	11	15	22	11
158046	102	149	82	186	154	170
286238	0	0	0	1	0	0
105376135	0	0	0	1	2	0
100423015	0	0	0	0	0	0
286223	35	69	32	26	18	16
1903	483	719	359	331	147	146
53358	15	19	10	18	15	28
105376136	2	12	5	2	4	2
1164	539	763	299	483	459	500
100422936	3	6	3	1	3	2
79048	799	1255	580	743	676	576
10507	179	275	132	225	226	224
105376137	0	0	0	0	0	1
105376139	12	18	11	9	6	4
10912	104	146	63	57	25	36
100129066	1	0	0	1	0	0
102724237	3	1	0	1	1	1
105376140	0	0	0	0	0	0
107987032	0	0	0	0	0	0
101927823	0	0	0	0	0	0
101927847	0	0	0	0	0	0
286370	0	0	0	0	0	0
100422963	0	0	0	0	0	0
105376142	0	0	0	0	0	0
101927873	36	41	14	37	28	28
340515	1	0	0	0	0	0
54769	106	120	47	253	57	44
6850	146	217	110	299	241	260
105379829	0	3	0	2	1	1
105376143	1	0	0	0	0	1
100507103	2	7	5	5	1	1
105376144	0	0	0	0	0	0
100129316	0	1	0	0	0	0
100129347	0	0	0	0	0	0
549	319	505	234	272	172	153
4783	200	311	151	322	229	242
105376146	2	2	3	12	4	5
100500821	0	0	0	0	0	0
100500902	0	0	0	0	0	0
105376147	0	0	0	0	0	0
4920	0	0	0	0	2	3
101927935	0	0	0	0	0	0
105376148	0	0	0	0	0	0
107987094	0	0	0	0	0	0
10558	1120	1568	728	868	851	793
100128076	4	10	5	2	2	0
158314	4	6	4	7	1	3
112268047	72	90	59	21	18	12
138652	0	0	0	0	0	0
112268048	48	76	39	45	65	57
3376	2290	3534	1518	2114	3349	3167
100500918	112	161	70	110	41	46
100124534	113	162	70	110	41	46
55035	454	658	308	436	504	465
401541	122	184	86	162	204	186
4969	8	11	11	9	12	19
4958	5	8	4	5	11	5
54829	7	10	4	7	19	10
1842	14	12	12	6	24	21
100616351	0	0	1	1	0	0
64768	170	252	118	184	193	171
100128361	12	18	10	19	27	20
107987095	21	21	11	23	29	22
23299	515	930	430	550	504	528
101929748	0	2	0	0	1	0
138649	26	36	20	18	15	24
83744	234	324	160	222	229	194
642943	0	1	0	0	0	0
89846	84	124	69	56	68	58
101927954	10	24	8	10	10	6
203328	22	34	20	28	29	17
101927993	1	6	2	1	1	2
84270	180	302	120	163	153	169
4814	765	1091	465	377	421	384
65268	54	95	53	82	95	117
445577	47	76	36	77	83	77
107987097	17	36	18	11	11	11
158293	817	1246	586	1174	976	916
23196	2203	3304	1412	2782	3600	3380
5253	664	1052	461	676	625	588
100847045	0	1	0	1	1	0
107987098	11	15	7	5	4	7
100422927	0	0	0	0	0	0
101928014	0	0	0	0	0	0
56033	1	7	2	0	6	2
101928040	1	1	0	0	3	1
138639	89	162	71	159	164	154
107987099	0	0	2	0	0	0
406881	2	4	2	4	2	2
406888	3	5	3	5	1	3
158257	43	73	40	65	53	78
406886	1	7	7	6	4	7
169841	59	82	39	44	48	48
105376154	3	3	6	8	7	3
54754	8	11	7	8	6	4
100132077	6	9	3	5	10	6
84641	728	1098	515	848	882	790
107987100	21	21	16	11	18	10
101928099	45	71	31	32	25	29
8789	7	13	7	8	6	7
2203	1386	2272	916	2000	1478	1349
107987101	0	1	0	2	1	0
84909	856	1494	649	587	401	389
100313780	1	0	1	1	2	1
101928119	4	9	8	4	5	4
102466518	3	4	1	1	2	1
407011	1	7	4	0	1	1
407019	7	14	5	4	3	3
100422842	2	6	1	4	0	1
407012	1	4	1	2	0	0
2176	144	250	98	269	332	317
107987102	10	41	12	17	24	25
105376155	5	1	0	2	2	2
105376156	32	49	27	53	61	48
5727	25	69	26	32	41	49
100507346	2	4	2	2	2	6
105376157	0	0	0	0	0	0
105376158	0	0	0	0	0	0
112268049	0	1	0	0	0	1
105376161	0	0	1	0	1	1
100128782	95	149	59	135	98	91
107987103	0	1	1	2	1	5
375748	759	1068	505	664	483	428
100188953	0	3	0	0	1	0
105376159	0	1	1	0	0	0
158435	0	1	1	0	0	0
158434	0	0	0	0	0	0
112268039	0	0	0	0	0	0
107987033	0	0	0	0	0	0
3293	6	8	4	0	2	0
105376162	1	0	0	0	0	0
11046	173	285	143	242	221	229
195828	80	142	70	461	387	343
22927	80	131	64	109	106	96
8555	37	62	27	41	53	51
105376163	0	0	0	0	0	0
195827	88	137	62	86	83	92
441455	0	2	0	0	2	3
22869	352	590	227	326	309	278
158431	135	190	90	193	143	127
100132781	3	2	1	1	0	3
441454	6	11	3	6	11	6
84278	120	176	84	97	112	92
441457	19	30	20	14	32	31
1515	23	36	19	63	57	70
340508	0	0	0	0	0	0
107987104	1	0	0	0	0	2
100507415	0	3	1	0	2	2
105376166	1	1	0	2	0	1
112268050	6	2	0	4	6	3
101926917	60	102	39	47	34	37
57653	27	58	25	27	17	13
100499484	19	35	20	12	10	13
100499483	18	36	18	22	12	8
100302223	0	0	0	0	0	0
286359	0	0	0	0	0	0
105376167	0	0	0	0	0	0
23424	267	357	163	286	313	278
7111	101	166	69	90	101	80
105376168	0	0	0	0	0	0
158427	386	568	239	309	332	268
4686	936	1316	603	799	1068	991
105376171	6	17	9	8	2	6
7507	108	183	87	124	77	82
101928337	0	0	1	0	1	2
2304	0	0	0	0	0	0
112268051	1	3	2	6	4	2
51531	219	306	138	176	142	130
55363	0	0	0	0	0	0
10541	297	346	209	716	711	739
54187	233	376	140	474	514	529
9830	165	219	106	247	395	412
7464	86	138	58	110	98	134
55357	106	172	72	117	148	132
102465514	0	0	0	0	1	0
9568	15	29	6	11	28	30
203286	161	230	100	222	225	248
79695	19	36	14	81	67	57
102724684	0	0	0	0	0	0
1306	0	0	0	0	0	0
7046	356	569	254	508	465	376
105376174	0	0	1	0	0	0
85365	495	810	342	364	356	330
10952	639	921	383	577	578	601
100996569	1	0	0	0	0	0
107987011	2	2	1	0	0	0
107987012	0	0	2	0	0	2
101928438	6	2	2	1	3	2
8013	8	6	3	5	9	8
441461	3	3	0	1	6	4
55014	426	577	313	613	563	526
23071	367	572	241	417	422	403
105376176	3	0	0	0	2	2
27130	140	162	71	141	172	162
54881	331	502	236	417	588	481
105376177	5	10	6	3	9	6
91283	85	128	60	131	147	148
100526694	26	44	20	35	33	37
8577	10	19	8	9	7	6
347273	0	6	1	4	2	4
105376179	0	0	0	0	0	0
105376180	0	1	0	0	0	0
105376181	0	0	0	0	0	0
54886	0	0	1	2	2	0
105376183	0	0	0	0	0	0
105376182	0	0	0	0	0	0
570	0	0	1	0	0	0
54534	347	463	189	205	216	215
7743	161	239	121	189	178	174
229	0	1	0	0	0	0
105376184	1	0	0	0	0	0
101928470	0	0	0	0	0	0
84302	0	1	0	0	0	0
56254	511	843	379	617	485	496
116443	8	3	3	1	1	3
5535	0	0	0	0	0	0
105376186	0	0	0	0	0	0
105376187	0	0	0	0	0	0
105376188	1	3	1	0	0	0
105376190	0	0	0	0	0	0
414319	0	0	0	0	0	0
1539	0	0	0	0	0	0
105376191	0	0	0	0	0	0
101928496	0	0	0	0	0	0
105376192	0	0	0	0	0	0
105376193	0	0	0	0	0	0
101928523	1	0	0	0	0	0
101928550	4	3	2	0	1	2
10592	448	641	310	609	574	570
105376194	0	0	0	0	0	0
105376195	0	0	0	0	0	0
138805	0	0	0	0	0	0
138804	0	0	0	0	0	0
138803	0	0	0	0	0	0
138802	0	0	0	0	0	0
138799	0	1	0	0	0	0
392376	0	0	0	0	0	0
286362	0	0	0	0	0	0
107987105	0	0	1	1	2	0
286365	0	0	0	0	0	0
25934	195	277	128	203	139	124
55335	3	4	4	8	7	4
19	35	51	22	24	20	23
105376196	0	1	0	0	0	0
107987106	3	4	0	0	4	2
105376197	0	0	0	0	0	0
112268038	8	11	7	5	5	12
23446	2202	3131	1413	2066	1649	1518
83856	32	49	21	33	26	17
26134	190	275	131	197	177	170
105376199	2	1	0	2	1	3
2218	408	574	298	290	385	373
6887	0	1	0	0	0	0
55151	245	348	160	289	287	287
107987107	1	2	0	2	6	5
107987108	6	7	7	3	7	4
107987109	4	0	0	2	1	1
105376201	7	2	0	1	2	2
102465995	0	0	0	0	0	0
100996590	0	0	0	0	0	0
105376204	1	1	0	1	0	1
58499	232	372	191	338	426	401
340512	4	5	2	1	4	2
107987110	0	1	0	0	0	0
112268052	64	91	34	91	98	95
5887	2221	3209	1483	2691	2831	2760
107987111	1	1	0	0	0	0
101928720	2	1	0	0	0	0
9314	898	1400	615	1352	798	812
112268053	3	1	1	2	1	3
105376206	1	0	1	3	1	4
105376205	0	0	0	0	1	1
105376207	0	0	0	0	0	0
105376208	5	1	0	1	0	1
105376209	1	1	0	0	0	0
105376211	0	1	1	0	0	0
107987112	7	7	3	5	0	1
105376214	1	4	1	7	9	6
105376213	1	1	0	0	1	0
105376212	3	2	1	0	4	0
10880	0	0	0	0	0	0
10881	0	1	0	0	0	0
8518	874	1399	641	568	727	701
54942	140	165	92	129	155	144
8727	114	152	63	144	153	177
105376216	1	1	3	1	0	0
23731	1189	1820	805	1206	1172	1153
407036	0	0	0	0	0	0
23732	0	0	0	0	0	0
54566	211	330	131	221	210	210
107987113	11	24	16	15	18	13
5774	558	930	395	730	666	636
100500898	0	0	0	0	0	0
445815	36	55	34	68	30	31
107987013	0	0	1	1	0	0
105376217	0	0	0	0	0	0
100189025	0	0	0	0	0	0
401546	22	15	9	43	52	46
7295	1100	1541	661	1144	1200	1095
107987114	0	0	0	0	0	1
255220	0	0	0	0	0	0
79987	3	1	1	5	3	3
105376218	0	0	0	0	0	0
4593	0	0	0	0	0	0
107987115	0	0	0	1	0	0
1902	8	2	1	6	5	1
105376219	0	0	0	0	0	0
102465800	0	0	0	0	0	0
26248	0	0	0	0	1	0
23392	1224	1910	821	1574	1881	1815
158399	179	312	124	217	225	156
22949	92	156	71	189	236	220
652972	0	0	0	0	0	0
107987116	0	4	0	4	0	3
552891	149	209	88	150	111	94
548645	77	98	46	59	57	52
2790	148	207	87	146	110	92
158401	18	33	19	13	22	12
7357	3474	5160	2456	3966	1654	1476
100616114	1	2	2	1	1	3
105376220	20	45	16	19	18	15
64420	108	166	67	108	126	102
9991	1856	2770	1369	2970	2896	2713
84263	202	330	137	296	333	275
100133204	9	13	8	11	12	19
158405	272	339	181	321	355	326
58493	511	765	346	517	486	491
107987117	0	0	1	1	0	1
401548	514	777	397	962	672	580
107987118	1	0	2	4	2	2
57864	2	4	0	3	4	2
112268054	1	1	0	0	1	2
169834	0	1	0	0	0	1
7539	0	0	0	0	0	0
100128385	14	23	14	54	65	55
286333	20	30	18	73	78	81
1318	97	140	72	88	94	90
23307	419	638	287	514	595	586
1317	535	758	311	541	562	530
107987119	2	4	2	1	3	2
246184	145	188	87	110	125	112
9128	754	1133	477	493	794	797
138065	0	2	1	12	8	8
114987	19	50	10	38	48	34
54836	190	304	149	340	287	295
81932	228	345	166	199	235	231
210	257	361	149	271	268	209
54107	869	1317	607	986	981	967
257169	11	23	10	14	18	12
5998	138	255	96	272	357	355
105376222	0	1	0	0	0	0
105376223	0	0	0	0	0	0
114991	58	106	49	77	189	145
259	0	0	0	0	1	0
107987120	0	0	1	0	0	0
113220	6	18	8	9	13	18
105376225	0	0	0	0	0	0
85301	16	34	12	3	5	8
619556	0	0	0	0	0	0
105376224	0	0	1	0	0	0
5004	0	1	0	0	0	1
5005	0	0	0	0	0	1
80709	67	134	58	109	165	129
25861	180	325	176	162	160	166
105376228	4	1	0	3	2	3
105376229	0	0	0	0	0	1
9550	1465	1989	825	1703	1286	1176
203197	126	197	96	218	315	314
105376230	1	0	0	0	0	1
107987121	1	0	0	1	2	0
100505478	0	0	0	0	0	0
105376231	0	0	0	0	0	0
9966	2	10	5	3	1	1
944	0	1	0	0	0	0
3371	0	0	0	0	0	1
101928748	0	0	0	0	0	0
50514	0	0	0	0	0	0
105376233	0	0	0	0	0	0
105376232	0	0	0	0	0	0
105376235	0	0	1	0	1	0
101928775	1	5	1	2	2	0
105376234	0	0	0	0	0	0
58483	0	0	0	0	0	0
105376236	0	0	0	0	0	0
5069	6	5	5	6	9	6
105376241	0	1	1	0	0	0
493913	2	2	1	1	5	0
23245	121	214	113	172	153	139
100128505	8	11	7	2	1	0
107987014	8	7	4	4	8	6
107987015	6	7	3	1	6	3
105376240	7	6	4	2	3	5
22954	156	296	136	225	256	234
105376239	3	5	6	3	4	3
105376238	4	3	0	2	3	1
100124538	0	0	0	0	0	0
105376237	4	9	6	3	10	5
105376242	0	1	0	0	0	0
101928797	0	0	0	0	0	0
7099	0	1	0	0	0	0
105376244	0	0	0	1	0	0
105376243	0	0	0	0	0	0
105376246	0	0	0	0	0	0
105376247	0	0	0	0	0	0
105376248	0	0	0	0	0	0
105376249	0	0	0	0	0	0
102724929	0	0	0	0	0	0
111216287	0	0	0	0	0	0
107987035	0	0	0	0	0	0
101928849	0	0	0	0	0	0
1620	5	10	6	5	2	0
105376250	0	0	0	0	0	0
107987122	0	0	0	0	0	0
106146149	0	0	0	0	0	0
107987123	0	0	0	0	0	0
107987124	0	0	0	0	0	0
406939	0	0	0	0	0	0
105376253	0	0	0	0	0	0
55755	359	521	221	580	722	705
1955	372	519	243	359	421	385
26190	1302	2022	886	1179	990	932
100288842	47	69	30	69	92	77
5711	473	676	303	458	652	585
253039	665	1077	474	470	511	456
26147	81	130	51	279	475	430
7185	2	15	3	7	5	8
110599590	2	1	1	3	4	6
727	47	73	35	106	106	99
11064	92	142	74	181	211	168
51552	926	1329	617	1227	1419	1203
2934	2468	4055	1687	5656	3148	2933
57000	68	125	57	137	102	97
2040	2506	3740	1609	2035	1401	1373
102723324	2	2	3	3	2	1
2681	0	0	0	0	0	0
107987016	0	0	0	0	0	0
153090	131	197	89	171	256	220
105376257	6	4	2	3	7	4
107987125	0	0	0	0	0	0
158135	25	40	21	47	35	45
100616312	0	0	0	0	0	0
4702	209	312	156	239	279	253
254956	0	1	0	0	0	0
26468	10	11	3	14	7	11
92400	364	495	215	343	235	233
92399	300	435	197	248	362	335
5742	2	3	1	1	0	0
26740	3	1	1	3	4	8
347168	0	0	0	1	0	1
26219	0	0	0	0	0	0
138883	0	0	1	0	0	0
138881	0	0	0	1	0	0
138882	0	0	0	0	0	0
347169	1	0	0	0	0	0
158131	0	0	0	0	0	0
26737	0	0	0	0	0	0
26735	0	0	0	0	0	0
254973	0	0	0	0	0	0
392390	0	0	0	0	0	0
392391	0	0	0	0	0	0
392392	0	0	0	0	0	0
5082	354	460	208	372	342	294
54542	1284	2032	932	1532	1133	1112
692206	1	2	0	0	0	0
10773	473	666	305	369	293	282
57684	174	264	124	212	155	175
23637	1260	1786	755	1534	1299	1278
105379839	14	41	13	20	12	10
2844	40	63	41	51	49	41
55342	1038	1504	712	1019	929	878
81571	62	92	44	46	39	43
693185	0	2	0	1	1	1
105376265	0	0	0	0	0	0
286204	11	9	2	15	15	13
57706	164	268	140	218	275	272
693186	0	0	0	0	1	1
102465688	0	0	0	0	0	0
105376266	8	8	8	14	24	21
105376267	0	0	0	0	0	0
100505588	0	2	0	0	0	3
9355	4	6	4	20	16	14
107987037	0	0	1	0	0	0
10783	114	155	88	279	406	352
613206	2	4	1	3	2	8
105376269	1	0	0	3	4	2
5695	487	686	301	672	873	850
100129034	233	367	180	420	540	511
105376270	5	2	4	3	1	5
347088	2	0	2	2	1	3
2516	0	0	0	0	0	0
2649	35	76	40	69	66	52
100379345	1	2	1	0	2	2
406954	0	3	1	0	0	1
406956	0	2	0	0	1	0
107987126	1	4	2	3	2	0
169611	6	14	10	35	72	76
401551	293	435	177	363	509	471
11224	3149	4454	1947	4143	5449	5030
81873	306	487	213	307	453	403
2800	318	491	238	313	326	335
286205	236	323	146	178	239	209
5537	413	641	280	668	786	694
105376271	2	8	3	2	2	1
10244	61	116	37	84	135	139
3309	2601	4274	1866	2959	2749	2636
107987127	3	1	2	3	1	1
26130	1636	2466	1011	1784	1994	1841
101929014	0	0	0	0	0	0
112268055	35	46	21	46	26	24
79109	846	1254	521	1026	998	892
102723468	10	6	6	15	16	5
105376272	0	5	1	1	7	4
107987128	11	20	10	8	12	8
51145	0	0	0	2	0	1
5090	176	266	124	392	384	373
107984127	10	11	5	18	27	15
105376273	0	0	0	0	0	0
105376274	0	0	0	0	0	0
105376275	0	0	0	0	0	0
101929116	0	0	0	0	0	0
89853	72	97	46	46	78	77
641373	5	2	0	1	3	3
105376276	0	0	0	0	0	0
105376277	16	20	17	12	13	5
4010	337	511	284	466	529	503
107987129	2	5	2	1	1	3
23099	312	435	231	315	296	288
403341	213	302	134	289	277	272
9649	176	269	125	197	182	160
105376279	1	3	1	1	2	0
23452	12	17	7	12	15	23
105376278	11	25	23	16	21	11
84253	27	48	24	24	37	31
112268056	28	39	19	12	16	13
29988	180	320	129	242	231	209
7633	151	248	103	155	185	168
6136	7245	10486	4366	12239	14847	13994
26783	70	75	51	60	29	23
90678	224	354	157	282	343	333
64855	1478	2431	1057	1652	2017	1866
105376281	3	8	4	5	11	7
6812	49	82	50	99	117	118
100500872	1	6	2	5	3	1
138428	35	47	29	34	39	37
286207	43	68	38	35	54	54
158248	5	12	3	3	7	5
27433	81	149	68	118	113	112
10044	0	1	2	6	3	2
107987132	0	1	0	0	0	0
100616250	0	0	0	1	1	0
100422910	0	1	1	0	1	0
1025	368	542	233	391	346	363
2356	196	332	120	236	375	301
2022	8	13	11	5	6	5
102723566	11	11	5	5	4	6
105379841	0	0	0	0	0	0
203	109	159	76	111	129	122
100616429	1	0	0	0	0	0
30815	172	239	109	151	138	151
27090	32	65	21	35	40	29
138429	14	25	14	25	35	30
8818	216	387	171	214	245	191
399665	1298	1816	929	1362	1545	1419
203245	108	125	68	123	155	113
114789	282	475	190	466	480	458
100289019	32	43	19	14	16	15
80142	629	961	458	491	570	565
389791	16	22	7	3	6	3
3934	1	7	0	6	1	6
79095	221	328	144	345	390	366
25792	399	601	308	612	872	867
1759	76	124	63	80	161	156
406978	0	0	0	1	1	1
100422893	0	0	0	0	0	0
2801	1232	1997	862	1135	1158	1127
375757	69	78	41	119	123	106
26995	832	1325	587	739	900	805
105376286	54	71	33	36	54	47
51117	205	323	148	269	288	284
100189109	3	3	1	4	1	4
10999	691	1181	503	647	779	767
81605	296	459	209	418	455	357
407003	1	0	0	0	0	1
100616335	1	0	0	0	0	1
51148	344	534	226	363	520	500
4957	369	630	304	521	849	809
2733	454	703	312	773	953	850
101929270	7	13	3	9	4	8
6709	3101	4818	2237	4245	4820	4502
89891	718	1206	475	1290	1471	1263
105376287	10	20	14	9	21	12
6418	4679	7011	3075	6359	6424	6081
29941	39	55	19	58	102	89
84885	222	309	136	393	446	452
100506100	39	68	31	70	63	49
10444	530	827	394	682	639	629
54662	146	264	114	224	212	195
2021	127	183	73	163	190	174
51490	433	637	267	434	559	498
883	12	26	14	22	24	36
56262	430	695	282	505	424	430
101929291	9	20	10	11	12	13
254295	1	5	2	0	2	0
22845	260	402	169	196	229	206
23511	458	665	327	703	1256	1160
101929314	15	24	13	17	26	35
56904	1164	1956	845	1205	966	915
84895	354	555	248	293	283	283
57171	454	704	287	319	367	349
1384	4	7	7	18	27	18
5524	982	1595	678	1542	1966	1815
389792	778	1210	501	986	965	1011
105376289	1	3	3	1	2	1
105376290	1	0	0	0	0	0
101929331	0	0	0	0	1	0
107987133	0	0	1	0	0	0
414318	22	46	21	27	28	32
100506119	12	18	11	14	14	12
107987038	0	0	0	0	0	0
105376291	0	2	0	2	0	3
100506190	86	134	67	185	136	159
105376292	0	0	1	0	1	2
28989	215	308	105	255	293	269
375759	7	12	5	14	12	10
140459	313	520	221	351	370	330
51450	1	3	0	1	4	6
101929437	0	0	0	0	1	0
9536	71	116	43	86	42	35
27348	493	774	311	308	295	259
1861	533	808	349	470	628	494
51759	594	830	383	517	540	515
10868	338	604	251	284	267	254
102466750	1	3	0	0	1	0
23048	345	441	234	435	447	468
57720	998	1562	693	1096	1165	1101
401554	1	0	1	0	0	1
23413	168	282	112	247	297	281
113219459	0	0	0	0	0	1
256158	2	3	0	0	1	1
107987134	0	0	0	0	0	1
445	938	1480	640	1953	2590	2511
105376294	11	13	9	17	27	23
100272217	42	79	30	20	25	28
8939	674	936	488	775	761	763
102465515	0	0	0	0	0	0
59335	6	12	4	8	5	7
23404	270	430	193	317	412	443
25	529	767	359	745	928	801
347148	6	8	2	8	10	8
84929	138	209	93	207	197	208
105376297	0	0	0	0	0	0
10319	2	2	1	0	1	2
83543	356	580	241	706	897	810
8021	305	388	217	415	651	579
286336	15	25	11	23	24	36
84814	0	1	0	0	1	0
105376299	0	3	0	0	1	0
105376300	0	0	0	0	0	0
84726	1776	3038	1432	2807	3700	3488
26786	0	4	0	2	0	5
692093	1	2	0	0	3	1
107987135	337	543	266	527	599	562
10585	489	704	358	353	401	399
105376301	3	4	2	1	5	2
83549	236	363	165	351	327	333
642515	38	43	30	65	57	68
2889	523	865	432	776	777	752
9442	107	114	58	125	133	145
105376302	0	0	0	0	0	0
84628	0	2	0	1	1	0
23064	2332	3526	1624	2047	1685	1563
7270	166	312	127	218	210	195
389799	0	2	3	1	1	0
105376304	0	0	0	0	0	0
56751	1	1	1	3	3	2
64794	296	455	175	217	313	298
9329	703	934	453	881	1147	1052
158067	3	10	2	8	18	11
11092	18	28	20	19	29	25
7248	666	1057	444	628	565	519
8328	0	1	0	1	1	3
100846992	0	0	0	0	1	1
106635683	131	176	85	339	252	261
105376306	12	14	7	6	9	12
9328	565	1016	383	681	834	785
102465528	1	1	1	2	1	1
100996574	2	2	3	0	0	1
1056	10	15	5	4	3	3
1057	2	3	2	0	0	1
5900	532	794	368	619	381	385
26301	0	0	0	0	0	0
101928193	0	0	0	0	0	0
29989	0	0	0	0	0	0
28	0	1	1	2	2	0
6838	482	854	380	393	415	417
6837	317	487	214	386	440	461
6130	8348	11907	4884	12305	14670	14232
26820	5	7	8	6	10	10
26814	10	16	5	6	3	3
26815	25	37	17	21	15	17
26813	22	34	21	27	14	24
6834	464	666	268	451	400	341
6835	129	191	89	172	184	203
6836	2457	3887	1626	2464	2654	2416
169436	33	34	19	19	18	19
57109	413	631	269	440	411	389
11093	23	53	23	27	15	20
11094	201	380	153	293	166	152
11182	79	138	84	34	54	51
102723855	0	0	0	0	0	0
389827	0	0	0	0	0	0
9719	0	0	1	0	0	0
642968	0	0	0	0	0	0
1621	0	0	0	0	0	0
138948	0	0	0	0	0	0
1757	0	1	2	1	3	1
105376308	0	0	0	0	0	0
7410	840	1315	591	1001	1068	992
266655	244	397	172	225	298	281
8019	395	630	254	596	488	479
100130548	6	12	10	7	6	12
11091	494	713	304	693	933	853
100151684	156	157	104	207	74	80
107987137	0	0	0	0	0	0
101928384	0	0	0	0	0	0
107987039	0	0	0	0	0	0
105376310	11	12	6	16	12	12
6256	1401	2422	1042	2553	2003	1864
100616236	1	1	0	2	0	2
105376311	13	13	9	12	5	15
100506532	1	3	0	1	0	0
1289	1533	2535	1203	806	771	656
414316	1	3	0	0	0	2
101448202	18	31	12	9	6	13
100616333	0	0	0	0	0	0
100500846	0	0	0	0	0	0
100616131	0	0	0	0	0	0
100500906	0	0	0	0	0	0
100616344	0	0	0	0	0	0
100616460	0	0	0	0	0	0
100616212	0	0	0	0	0	0
2220	0	0	0	1	0	0
2219	0	0	0	0	0	0
105376314	0	0	0	0	0	0
105376313	0	0	0	0	0	0
10439	829	1308	540	641	444	405
102723948	0	0	0	0	0	0
401557	0	0	0	0	0	0
107987138	1	1	0	0	0	3
157927	1	0	0	0	0	0
100506599	34	52	19	28	44	33
9858	566	975	419	491	531	503
138162	55	58	29	60	71	78
51116	275	456	205	293	434	463
101928525	52	90	48	60	84	82
3933	0	0	0	0	0	0
29991	0	0	0	1	0	0
107987040	0	0	0	0	0	0
5047	0	1	0	1	1	0
100130954	0	0	0	0	0	0
105376316	0	0	0	0	0	0
102723971	0	0	0	0	0	0
360203	0	0	0	0	0	0
392399	0	0	0	0	0	0
105376317	0	0	0	0	0	0
105376318	0	0	0	0	0	0
402381	0	0	0	0	0	0
57582	0	2	0	0	0	0
107987139	0	2	0	0	0	0
107987140	1	3	0	0	0	0
157922	983	1563	740	1144	1260	1087
107987141	60	82	38	76	76	63
10422	391	593	258	498	541	445
138151	423	735	316	377	483	442
105376322	7	8	7	7	8	10
105376323	14	26	11	4	13	5
90120	489	772	327	464	512	514
8022	1	3	0	0	1	0
169714	340	568	242	222	263	233
101928722	1	1	1	0	0	0
399693	3	3	1	0	4	3
26102	0	0	1	1	1	0
26086	175	295	136	203	196	201
728489	104	174	71	121	140	131
64170	8	16	7	7	11	11
6621	231	375	169	118	168	160
10807	495	771	330	282	353	352
23203	719	1070	440	557	738	705
56623	202	289	151	124	127	132
9919	1381	2286	1040	1852	2802	2679
158055	36	66	25	31	28	27
4851	950	1650	754	370	508	420
100616242	1	1	0	0	0	0
100616301	3	0	0	0	2	1
101928483	16	25	11	3	2	2
401561	0	1	0	0	1	0
105376325	0	1	0	0	0	0
